fathmm	lrt	mutass	muttaster	provean	pph2_hdiv	pph2_hvar	sift	predict	benign	pathogenic
T	D	L	P	D	B	P	T	B	0.895	0.105
T	D	L	P	D	D	B	D	B	0.773	0.227
T	D	L	P	D	D	B	T	B	0.874	0.126
T	D	L	P	D	D	D	D	B	0.546	0.454
T	D	L	P	D	D	D	T	B	0.737	0.263
T	D	L	P	D	D	P	D	B	0.72	0.28
T	D	L	P	D	D	P	T	B	0.846	0.154
T	D	L	P	D	P	B	D	B	0.844	0.156
T	D	L	P	D	P	B	T	B	0.938	0.062
T	D	L	P	D	P	D	D	B	0.634	0.366
T	D	L	P	D	P	D	T	B	0.815	0.185
T	D	L	P	D	P	P	D	B	0.762	0.238
T	D	L	P	D	P	P	T	B	0.883	0.117
T	D	L	P	N	B	B	D	B	0.989	0.011
T	D	L	P	N	B	B	T	B	0.998	0.002
T	D	L	P	N	B	D	D	B	0.885	0.115
T	D	L	P	N	B	D	T	B	0.954	0.046
T	D	L	P	N	B	P	D	B	0.932	0.068
T	D	L	P	N	B	P	T	B	0.969	0.031
T	D	L	P	N	D	B	D	B	0.947	0.053
T	D	L	P	N	D	B	T	B	0.979	0.021
T	D	L	P	N	D	D	D	B	0.859	0.141
T	D	L	P	N	D	D	T	B	0.937	0.063
T	D	L	P	N	D	P	D	B	0.931	0.069
T	D	L	P	N	D	P	T	B	0.957	0.043
T	D	L	P	N	P	B	D	B	0.974	0.026
T	D	L	P	N	P	B	T	B	0.997	0.003
T	D	L	P	N	P	D	D	B	0.855	0.145
T	D	L	P	N	P	D	T	B	0.957	0.043
T	D	L	P	N	P	P	D	B	0.948	0.052
T	D	L	P	N	P	P	T	B	0.981	0.019
T	D	N	A	D	B	B	D	P	0.491	0.509
T	D	N	A	D	B	B	T	B	0.53	0.47
T	D	N	A	D	B	D	D	P	0.293	0.707
T	D	N	A	D	B	D	T	P	0.424	0.576
T	D	N	A	D	B	P	D	P	0.356	0.644
T	D	N	A	D	B	P	T	P	0.461	0.539
T	D	N	A	D	D	B	D	P	0.363	0.637
T	D	N	A	D	D	B	T	P	0.437	0.563
T	D	N	A	D	D	D	D	P	0.17	0.83
T	D	N	A	D	D	D	T	P	0.305	0.695
T	D	N	A	D	D	P	D	P	0.28	0.72
T	D	N	A	D	D	P	T	P	0.383	0.617
T	D	N	A	D	P	B	D	P	0.407	0.593
T	D	N	A	D	P	B	T	B	0.503	0.497
T	D	N	A	D	P	D	D	P	0.24	0.76
T	D	N	A	D	P	D	T	P	0.404	0.596
T	D	N	A	D	P	P	D	P	0.294	0.706
T	D	N	A	D	P	P	T	P	0.449	0.551
T	D	N	A	N	B	B	D	B	0.582	0.418
T	D	N	A	N	B	B	T	B	0.579	0.421
T	D	N	A	N	B	D	D	P	0.498	0.502
T	D	N	A	N	B	D	T	B	0.548	0.452
T	D	N	A	N	B	P	D	B	0.515	0.485
T	D	N	A	N	B	P	T	B	0.551	0.449
T	D	N	A	N	D	B	D	B	0.527	0.473
T	D	N	A	N	D	B	T	B	0.559	0.441
T	D	N	A	N	D	D	D	P	0.426	0.574
T	D	N	A	N	D	D	T	P	0.485	0.515
T	D	N	A	N	D	P	D	P	0.462	0.538
T	D	N	A	N	D	P	T	P	0.497	0.503
T	D	N	A	N	P	B	D	B	0.522	0.478
T	D	N	A	N	P	B	T	B	0.548	0.452
T	D	N	A	N	P	D	D	P	0.46	0.54
T	D	N	A	N	P	D	T	B	0.541	0.459
T	D	N	A	N	P	P	D	B	0.503	0.497
T	D	N	A	N	P	P	T	B	0.543	0.457
T	D	N	D	D	B	B	D	B	0.829	0.171
T	D	N	D	D	B	B	T	B	0.919	0.081
T	D	N	D	D	B	D	D	P	0.49	0.51
T	D	N	D	D	B	D	T	B	0.735	0.265
T	D	N	D	D	B	P	D	B	0.581	0.419
T	D	N	D	D	B	P	T	B	0.784	0.216
T	D	N	D	D	D	B	D	B	0.628	0.372
T	D	N	D	D	D	B	T	B	0.782	0.218
T	D	N	D	D	D	D	D	P	0.334	0.666
T	D	N	D	D	D	D	T	B	0.597	0.403
T	D	N	D	D	D	P	D	B	0.544	0.456
T	D	N	D	D	D	P	T	B	0.719	0.281
T	D	N	D	D	P	B	D	B	0.735	0.265
T	D	N	D	D	P	B	T	B	0.878	0.122
T	D	N	D	D	P	D	D	P	0.411	0.589
T	D	N	D	D	P	D	T	B	0.689	0.311
T	D	N	D	D	P	P	D	B	0.527	0.473
T	D	N	D	D	P	P	T	B	0.745	0.255
T	D	N	D	N	B	B	D	B	0.985	0.015
T	D	N	D	N	B	B	T	B	0.998	0.002
T	D	N	D	N	B	D	D	B	0.864	0.136
T	D	N	D	N	B	D	T	B	0.962	0.038
T	D	N	D	N	B	P	D	B	0.891	0.109
T	D	N	D	N	B	P	T	B	0.97	0.03
T	D	N	D	N	D	B	D	B	0.913	0.087
T	D	N	D	N	D	B	T	B	0.969	0.031
T	D	N	D	N	D	D	D	B	0.847	0.153
T	D	N	D	N	D	D	T	B	0.944	0.056
T	D	N	D	N	D	P	D	B	0.917	0.083
T	D	N	D	N	D	P	T	B	0.974	0.026
T	D	N	D	N	P	B	D	B	0.97	0.03
T	D	N	D	N	P	B	T	B	0.998	0.002
T	D	N	D	N	P	D	D	B	0.845	0.155
T	D	N	D	N	P	D	T	B	0.961	0.039
T	D	N	D	N	P	P	D	B	0.947	0.053
T	D	N	D	N	P	P	T	B	0.99	0.01
T	D	N	N	D	B	B	D	B	0.904	0.096
T	D	N	N	D	B	B	T	B	0.954	0.046
T	D	N	N	D	B	D	D	B	0.711	0.289
T	D	N	N	D	B	D	T	B	0.838	0.162
T	D	N	N	D	B	P	D	B	0.777	0.223
T	D	N	N	D	B	P	T	B	0.88	0.12
T	D	N	N	D	D	B	D	B	0.798	0.202
T	D	N	N	D	D	B	T	B	0.854	0.146
T	D	N	N	D	D	D	D	B	0.623	0.377
T	D	N	N	D	D	D	T	B	0.744	0.256
T	D	N	N	D	D	P	D	B	0.764	0.236
T	D	N	N	D	D	P	T	B	0.848	0.152
T	D	N	N	D	P	B	D	B	0.86	0.14
T	D	N	N	D	P	B	T	B	0.932	0.068
T	D	N	N	D	P	D	D	B	0.665	0.335
T	D	N	N	D	P	D	T	B	0.822	0.178
T	D	N	N	D	P	P	D	B	0.75	0.25
T	D	N	N	D	P	P	T	B	0.87	0.13
T	D	N	N	N	B	B	D	B	0.996	0.004
T	D	N	N	N	B	B	T	B	0.999	0.001
T	D	N	N	N	B	D	D	B	0.918	0.082
T	D	N	N	N	B	D	T	B	0.969	0.031
T	D	N	N	N	B	P	D	B	0.945	0.055
T	D	N	N	N	B	P	T	B	0.974	0.026
T	D	N	N	N	D	B	D	B	0.962	0.038
T	D	N	N	N	D	B	T	B	0.985	0.015
T	D	N	N	N	D	D	D	B	0.903	0.097
T	D	N	N	N	D	D	T	B	0.951	0.049
T	D	N	N	N	D	P	D	B	0.947	0.053
T	D	N	N	N	D	P	T	B	0.979	0.021
T	D	N	N	N	P	B	D	B	0.988	0.012
T	D	N	N	N	P	B	T	B	0.999	0.001
T	D	N	N	N	P	D	D	B	0.91	0.09
T	D	N	N	N	P	D	T	B	0.975	0.025
T	D	N	N	N	P	P	D	B	0.974	0.026
T	D	N	N	N	P	P	T	B	0.995	0.005
T	D	N	P	D	B	B	D	B	0.884	0.116
T	D	N	P	D	B	B	T	B	0.949	0.051
T	D	N	P	D	B	D	D	B	0.655	0.345
T	D	N	P	D	B	D	T	B	0.818	0.182
T	D	N	P	D	B	P	D	B	0.731	0.269
T	D	N	P	D	B	P	T	B	0.859	0.141
T	D	N	P	D	D	B	D	B	0.751	0.249
T	D	N	P	D	D	B	T	B	0.851	0.149
T	D	N	P	D	D	D	D	B	0.551	0.449
T	D	N	P	D	D	D	T	B	0.716	0.284
T	D	N	P	D	D	P	D	B	0.686	0.314
T	D	N	P	D	D	P	T	B	0.8	0.2
T	D	N	P	D	P	B	D	B	0.824	0.176
T	D	N	P	D	P	B	T	B	0.914	0.086
T	D	N	P	D	P	D	D	B	0.623	0.377
T	D	N	P	D	P	D	T	B	0.797	0.203
T	D	N	P	D	P	P	D	B	0.711	0.289
T	D	N	P	D	P	P	T	B	0.84	0.16
T	D	N	P	N	B	B	D	B	0.991	0.009
T	D	N	P	N	B	B	T	B	0.999	0.001
T	D	N	P	N	B	D	D	B	0.894	0.106
T	D	N	P	N	B	D	T	B	0.962	0.038
T	D	N	P	N	B	P	D	B	0.929	0.071
T	D	N	P	N	B	P	T	B	0.974	0.026
T	D	N	P	N	D	B	D	B	0.93	0.07
T	D	N	P	N	D	B	T	B	0.974	0.026
T	D	N	P	N	D	D	D	B	0.854	0.146
T	D	N	P	N	D	D	T	B	0.934	0.066
T	D	N	P	N	D	P	D	B	0.92	0.08
T	D	N	P	N	D	P	T	B	0.963	0.037
T	D	N	P	N	P	B	D	B	0.97	0.03
T	D	N	P	N	P	B	T	B	0.998	0.002
T	D	N	P	N	P	D	D	B	0.874	0.126
T	D	N	P	N	P	D	T	B	0.965	0.035
T	D	N	P	N	P	P	D	B	0.954	0.046
T	D	N	P	N	P	P	T	B	0.985	0.015
T	N	H	A	D	B	B	D	P	0.36	0.64
T	N	H	A	D	B	B	T	P	0.471	0.529
T	N	H	A	D	B	D	D	P	0.198	0.802
T	N	H	A	D	B	D	T	P	0.371	0.629
T	N	H	A	D	B	P	D	P	0.285	0.715
T	N	H	A	D	B	P	T	P	0.428	0.572
T	N	H	A	D	D	B	D	P	0.299	0.701
T	N	H	A	D	D	B	T	P	0.401	0.599
T	N	H	A	D	D	D	D	P	0.11	0.89
T	N	H	A	D	D	D	T	P	0.251	0.749
T	N	H	A	D	D	P	D	P	0.254	0.746
T	N	H	A	D	D	P	T	P	0.36	0.64
T	N	H	A	D	P	B	D	P	0.327	0.673
T	N	H	A	D	P	B	T	P	0.45	0.55
T	N	H	A	D	P	D	D	P	0.188	0.812
T	N	H	A	D	P	D	T	P	0.346	0.654
T	N	H	A	D	P	P	D	P	0.294	0.706
T	N	H	A	D	P	P	T	P	0.414	0.586
T	N	H	A	N	B	B	D	P	0.462	0.538
T	N	H	A	N	B	B	T	B	0.512	0.488
T	N	H	A	N	B	D	D	P	0.37	0.63
T	N	H	A	N	B	D	T	P	0.449	0.551
T	N	H	A	N	B	P	D	P	0.394	0.606
T	N	H	A	N	B	P	T	P	0.481	0.519
T	N	H	A	N	D	B	D	P	0.407	0.593
T	N	H	A	N	D	B	T	P	0.471	0.529
T	N	H	A	N	D	D	D	P	0.292	0.708
T	N	H	A	N	D	D	T	P	0.369	0.631
T	N	H	A	N	D	P	D	P	0.348	0.652
T	N	H	A	N	D	P	T	P	0.41	0.59
T	N	H	A	N	P	B	D	P	0.398	0.602
T	N	H	A	N	P	B	T	P	0.48	0.52
T	N	H	A	N	P	D	D	P	0.338	0.662
T	N	H	A	N	P	D	T	P	0.438	0.562
T	N	H	A	N	P	P	D	P	0.38	0.62
T	N	H	A	N	P	P	T	P	0.465	0.535
T	N	H	D	D	B	B	D	B	0.548	0.452
T	N	H	D	D	B	B	T	B	0.791	0.209
T	N	H	D	D	B	D	D	P	0.318	0.682
T	N	H	D	D	B	D	T	B	0.611	0.389
T	N	H	D	D	B	P	D	P	0.467	0.533
T	N	H	D	D	B	P	T	B	0.703	0.297
T	N	H	D	D	D	B	D	P	0.498	0.502
T	N	H	D	D	D	B	T	B	0.701	0.299
T	N	H	D	D	D	D	D	P	0.214	0.786
T	N	H	D	D	D	D	T	P	0.462	0.538
T	N	H	D	D	D	P	D	P	0.483	0.517
T	N	H	D	D	D	P	T	B	0.654	0.346
T	N	H	D	D	P	B	D	B	0.554	0.446
T	N	H	D	D	P	B	T	B	0.782	0.218
T	N	H	D	D	P	D	D	P	0.314	0.686
T	N	H	D	D	P	D	T	B	0.579	0.421
T	N	H	D	D	P	P	D	B	0.527	0.473
T	N	H	D	D	P	P	T	B	0.71	0.29
T	N	H	D	N	B	B	D	B	0.716	0.284
T	N	H	D	N	B	B	T	B	0.852	0.148
T	N	H	D	N	B	D	D	B	0.604	0.396
T	N	H	D	N	B	D	T	B	0.754	0.246
T	N	H	D	N	B	P	D	B	0.659	0.341
T	N	H	D	N	B	P	T	B	0.776	0.224
T	N	H	D	N	D	B	D	B	0.694	0.306
T	N	H	D	N	D	B	T	B	0.799	0.201
T	N	H	D	N	D	D	D	B	0.575	0.425
T	N	H	D	N	D	D	T	B	0.686	0.314
T	N	H	D	N	D	P	D	B	0.673	0.327
T	N	H	D	N	D	P	T	B	0.74	0.26
T	N	H	D	N	P	B	D	B	0.728	0.272
T	N	H	D	N	P	B	T	B	0.843	0.157
T	N	H	D	N	P	D	D	B	0.601	0.399
T	N	H	D	N	P	D	T	B	0.729	0.271
T	N	H	D	N	P	P	D	B	0.707	0.293
T	N	H	D	N	P	P	T	B	0.772	0.228
T	N	H	N	D	B	B	D	B	0.726	0.274
T	N	H	N	D	B	B	T	B	0.864	0.136
T	N	H	N	D	B	D	D	B	0.602	0.398
T	N	H	N	D	B	D	T	B	0.765	0.235
T	N	H	N	D	B	P	D	B	0.676	0.324
T	N	H	N	D	B	P	T	B	0.807	0.193
T	N	H	N	D	D	B	D	B	0.689	0.311
T	N	H	N	D	D	B	T	B	0.775	0.225
T	N	H	N	D	D	D	D	B	0.585	0.415
T	N	H	N	D	D	D	T	B	0.69	0.31
T	N	H	N	D	D	P	D	B	0.723	0.277
T	N	H	N	D	D	P	T	B	0.787	0.213
T	N	H	N	D	P	B	D	B	0.655	0.345
T	N	H	N	D	P	B	T	B	0.824	0.176
T	N	H	N	D	P	D	D	B	0.568	0.432
T	N	H	N	D	P	D	T	B	0.738	0.262
T	N	H	N	D	P	P	D	B	0.68	0.32
T	N	H	N	D	P	P	T	B	0.801	0.199
T	N	H	N	N	B	B	D	B	0.753	0.247
T	N	H	N	N	B	B	T	B	0.862	0.138
T	N	H	N	N	B	D	D	B	0.712	0.288
T	N	H	N	N	B	D	T	B	0.813	0.187
T	N	H	N	N	B	P	D	B	0.747	0.253
T	N	H	N	N	B	P	T	B	0.824	0.176
T	N	H	N	N	D	B	D	B	0.769	0.231
T	N	H	N	N	D	B	T	B	0.839	0.161
T	N	H	N	N	D	D	D	B	0.732	0.268
T	N	H	N	N	D	D	T	B	0.783	0.217
T	N	H	N	N	D	P	D	B	0.785	0.215
T	N	H	N	N	D	P	T	B	0.822	0.178
T	N	H	N	N	P	B	D	B	0.731	0.269
T	N	H	N	N	P	B	T	B	0.839	0.161
T	N	H	N	N	P	D	D	B	0.702	0.298
T	N	H	N	N	P	D	T	B	0.798	0.202
T	N	H	N	N	P	P	D	B	0.764	0.236
T	N	H	N	N	P	P	T	B	0.818	0.182
T	N	H	P	D	B	B	D	B	0.75	0.25
T	N	H	P	D	B	B	T	B	0.861	0.139
T	N	H	P	D	B	D	D	B	0.567	0.433
T	N	H	P	D	B	D	T	B	0.736	0.264
T	N	H	P	D	B	P	D	B	0.648	0.352
T	N	H	P	D	B	P	T	B	0.784	0.216
T	N	H	P	D	D	B	D	B	0.686	0.314
T	N	H	P	D	D	B	T	B	0.786	0.214
T	N	H	P	D	D	D	D	P	0.492	0.508
T	N	H	P	D	D	D	T	B	0.636	0.364
T	N	H	P	D	D	P	D	B	0.653	0.347
T	N	H	P	D	D	P	T	B	0.748	0.252
T	N	H	P	D	P	B	D	B	0.727	0.273
T	N	H	P	D	P	B	T	B	0.85	0.15
T	N	H	P	D	P	D	D	B	0.558	0.442
T	N	H	P	D	P	D	T	B	0.716	0.284
T	N	H	P	D	P	P	D	B	0.684	0.316
T	N	H	P	D	P	P	T	B	0.791	0.209
T	N	H	P	N	B	B	D	B	0.788	0.212
T	N	H	P	N	B	B	T	B	0.878	0.122
T	N	H	P	N	B	D	D	B	0.701	0.299
T	N	H	P	N	B	D	T	B	0.806	0.194
T	N	H	P	N	B	P	D	B	0.737	0.263
T	N	H	P	N	B	P	T	B	0.82	0.18
T	N	H	P	N	D	B	D	B	0.772	0.228
T	N	H	P	N	D	B	T	B	0.839	0.161
T	N	H	P	N	D	D	D	B	0.674	0.326
T	N	H	P	N	D	D	T	B	0.757	0.243
T	N	H	P	N	D	P	D	B	0.751	0.249
T	N	H	P	N	D	P	T	B	0.797	0.203
T	N	H	P	N	P	B	D	B	0.792	0.208
T	N	H	P	N	P	B	T	B	0.869	0.131
T	N	H	P	N	P	D	D	B	0.696	0.304
T	N	H	P	N	P	D	T	B	0.798	0.202
T	N	H	P	N	P	P	D	B	0.776	0.224
T	N	H	P	N	P	P	T	B	0.824	0.176
T	N	M	A	D	B	B	D	B	0.507	0.493
T	N	M	A	D	B	B	T	B	0.538	0.462
T	N	M	A	D	B	D	D	P	0.311	0.689
T	N	M	A	D	B	D	T	P	0.439	0.561
T	N	M	A	D	B	P	D	P	0.377	0.623
T	N	M	A	D	B	P	T	P	0.484	0.516
T	N	M	A	D	D	B	D	P	0.419	0.581
T	N	M	A	D	D	B	T	P	0.481	0.519
T	N	M	A	D	D	D	D	P	0.207	0.793
T	N	M	A	D	D	D	T	P	0.336	0.664
T	N	M	A	D	D	P	D	P	0.347	0.653
T	N	M	A	D	D	P	T	P	0.421	0.579
T	N	M	A	D	P	B	D	P	0.485	0.515
T	N	M	A	D	P	B	T	B	0.531	0.469
T	N	M	A	D	P	D	D	P	0.313	0.687
T	N	M	A	D	P	D	T	P	0.435	0.565
T	N	M	A	D	P	P	D	P	0.389	0.611
T	N	M	A	D	P	P	T	P	0.482	0.518
T	N	M	A	N	B	B	D	B	0.623	0.377
T	N	M	A	N	B	B	T	B	0.577	0.423
T	N	M	A	N	B	D	D	B	0.514	0.486
T	N	M	A	N	B	D	T	B	0.527	0.473
T	N	M	A	N	B	P	D	B	0.531	0.469
T	N	M	A	N	B	P	T	B	0.563	0.437
T	N	M	A	N	D	B	D	B	0.559	0.441
T	N	M	A	N	D	B	T	B	0.559	0.441
T	N	M	A	N	D	D	D	P	0.449	0.551
T	N	M	A	N	D	D	T	P	0.46	0.54
T	N	M	A	N	D	P	D	P	0.484	0.516
T	N	M	A	N	D	P	T	B	0.501	0.499
T	N	M	A	N	P	B	D	B	0.542	0.458
T	N	M	A	N	P	B	T	B	0.535	0.465
T	N	M	A	N	P	D	D	P	0.494	0.506
T	N	M	A	N	P	D	T	B	0.521	0.479
T	N	M	A	N	P	P	D	B	0.523	0.477
T	N	M	A	N	P	P	T	B	0.558	0.442
T	N	M	D	D	B	B	D	B	0.904	0.096
T	N	M	D	D	B	B	T	B	0.969	0.031
T	N	M	D	D	B	D	D	B	0.54	0.46
T	N	M	D	D	B	D	T	B	0.79	0.21
T	N	M	D	D	B	P	D	B	0.684	0.316
T	N	M	D	D	B	P	T	B	0.869	0.131
T	N	M	D	D	D	B	D	B	0.759	0.241
T	N	M	D	D	D	B	T	B	0.878	0.122
T	N	M	D	D	D	D	D	P	0.366	0.634
T	N	M	D	D	D	D	T	B	0.67	0.33
T	N	M	D	D	D	P	D	B	0.71	0.29
T	N	M	D	D	D	P	T	B	0.831	0.169
T	N	M	D	D	P	B	D	B	0.875	0.125
T	N	M	D	D	P	B	T	B	0.96	0.04
T	N	M	D	D	P	D	D	B	0.532	0.468
T	N	M	D	D	P	D	T	B	0.775	0.225
T	N	M	D	D	P	P	D	B	0.761	0.239
T	N	M	D	D	P	P	T	B	0.899	0.101
T	N	M	D	N	B	B	D	B	0.991	0.009
T	N	M	D	N	B	B	T	B	0.997	0.003
T	N	M	D	N	B	D	D	B	0.869	0.131
T	N	M	D	N	B	D	T	B	0.947	0.053
T	N	M	D	N	B	P	D	B	0.891	0.109
T	N	M	D	N	B	P	T	B	0.965	0.035
T	N	M	D	N	D	B	D	B	0.959	0.041
T	N	M	D	N	D	B	T	B	0.985	0.015
T	N	M	D	N	D	D	D	B	0.855	0.145
T	N	M	D	N	D	D	T	B	0.936	0.064
T	N	M	D	N	D	P	D	B	0.943	0.057
T	N	M	D	N	D	P	T	B	0.975	0.025
T	N	M	D	N	P	B	D	B	0.983	0.017
T	N	M	D	N	P	B	T	B	0.997	0.003
T	N	M	D	N	P	D	D	B	0.882	0.118
T	N	M	D	N	P	D	T	B	0.943	0.057
T	N	M	D	N	P	P	D	B	0.968	0.032
T	N	M	D	N	P	P	T	B	0.988	0.012
T	N	M	N	D	B	B	D	B	0.964	0.036
T	N	M	N	D	B	B	T	B	0.99	0.01
T	N	M	N	D	B	D	D	B	0.783	0.217
T	N	M	N	D	B	D	T	B	0.904	0.096
T	N	M	N	D	B	P	D	B	0.838	0.162
T	N	M	N	D	B	P	T	B	0.932	0.068
T	N	M	N	D	D	B	D	B	0.87	0.13
T	N	M	N	D	D	B	T	B	0.892	0.108
T	N	M	N	D	D	D	D	B	0.724	0.276
T	N	M	N	D	D	D	T	B	0.84	0.16
T	N	M	N	D	D	P	D	B	0.883	0.117
T	N	M	N	D	D	P	T	B	0.926	0.074
T	N	M	N	D	P	B	D	B	0.951	0.049
T	N	M	N	D	P	B	T	B	0.986	0.014
T	N	M	N	D	P	D	D	B	0.788	0.212
T	N	M	N	D	P	D	T	B	0.906	0.094
T	N	M	N	D	P	P	D	B	0.9	0.1
T	N	M	N	D	P	P	T	B	0.966	0.034
T	N	M	N	N	B	B	D	B	0.999	0.001
T	N	M	N	N	B	B	T	B	0.999	0.001
T	N	M	N	N	B	D	D	B	0.913	0.087
T	N	M	N	N	B	D	T	B	0.959	0.041
T	N	M	N	N	B	P	D	B	0.949	0.051
T	N	M	N	N	B	P	T	B	0.963	0.037
T	N	M	N	N	D	B	D	B	0.978	0.022
T	N	M	N	N	D	B	T	B	0.991	0.009
T	N	M	N	N	D	D	D	B	0.91	0.09
T	N	M	N	N	D	D	T	B	0.956	0.044
T	N	M	N	N	D	P	D	B	0.974	0.026
T	N	M	N	N	D	P	T	B	0.989	0.011
T	N	M	N	N	P	B	D	B	0.993	0.007
T	N	M	N	N	P	B	T	B	0.999	0.001
T	N	M	N	N	P	D	D	B	0.917	0.083
T	N	M	N	N	P	D	T	B	0.969	0.031
T	N	M	N	N	P	P	D	B	0.99	0.01
T	N	M	N	N	P	P	T	B	0.997	0.003
T	N	M	P	D	B	B	D	B	0.938	0.062
T	N	M	P	D	B	B	T	B	0.976	0.024
T	N	M	P	D	B	D	D	B	0.7	0.3
T	N	M	P	D	B	D	T	B	0.852	0.148
T	N	M	P	D	B	P	D	B	0.78	0.22
T	N	M	P	D	B	P	T	B	0.899	0.101
T	N	M	P	D	D	B	D	B	0.824	0.176
T	N	M	P	D	D	B	T	B	0.901	0.099
T	N	M	P	D	D	D	D	B	0.605	0.395
T	N	M	P	D	D	D	T	B	0.773	0.227
T	N	M	P	D	D	P	D	B	0.794	0.206
T	N	M	P	D	D	P	T	B	0.872	0.128
T	N	M	P	D	P	B	D	B	0.917	0.083
T	N	M	P	D	P	B	T	B	0.968	0.032
T	N	M	P	D	P	D	D	B	0.701	0.299
T	N	M	P	D	P	D	T	B	0.844	0.156
T	N	M	P	D	P	P	D	B	0.842	0.158
T	N	M	P	D	P	P	T	B	0.919	0.081
T	N	M	P	N	B	B	D	B	0.994	0.006
T	N	M	P	N	B	B	T	B	0.998	0.002
T	N	M	P	N	B	D	D	B	0.892	0.108
T	N	M	P	N	B	D	T	B	0.954	0.046
T	N	M	P	N	B	P	D	B	0.918	0.082
T	N	M	P	N	B	P	T	B	0.968	0.032
T	N	M	P	N	D	B	D	B	0.961	0.039
T	N	M	P	N	D	B	T	B	0.986	0.014
T	N	M	P	N	D	D	D	B	0.872	0.128
T	N	M	P	N	D	D	T	B	0.942	0.058
T	N	M	P	N	D	P	D	B	0.944	0.056
T	N	M	P	N	D	P	T	B	0.976	0.024
T	N	M	P	N	P	B	D	B	0.986	0.014
T	N	M	P	N	P	B	T	B	0.998	0.002
T	N	M	P	N	P	D	D	B	0.896	0.104
T	N	M	P	N	P	D	T	B	0.959	0.041
T	N	M	P	N	P	P	D	B	0.972	0.028
T	N	M	P	N	P	P	T	B	0.99	0.01
T	N	L	A	D	B	B	D	B	0.53	0.47
T	N	L	A	D	B	B	T	B	0.54	0.46
T	N	L	A	D	B	D	D	P	0.396	0.604
T	N	L	A	D	B	D	T	P	0.498	0.502
T	N	L	A	D	B	P	D	P	0.462	0.538
T	N	L	A	D	B	P	T	B	0.537	0.463
T	N	L	A	D	D	B	D	P	0.482	0.518
T	N	L	A	D	D	B	T	B	0.533	0.467
T	N	L	A	D	D	D	D	P	0.306	0.694
T	N	L	A	D	D	D	T	P	0.42	0.58
T	N	L	A	D	D	P	D	P	0.419	0.581
T	N	L	A	D	D	P	T	P	0.489	0.511
T	N	L	A	D	P	B	D	B	0.51	0.49
T	N	L	A	D	P	B	T	B	0.556	0.444
T	N	L	A	D	P	D	D	P	0.382	0.618
T	N	L	A	D	P	D	T	P	0.486	0.514
T	N	L	A	D	P	P	D	P	0.466	0.534
T	N	L	A	D	P	P	T	B	0.535	0.465
T	N	L	A	N	B	B	D	B	0.593	0.407
T	N	L	A	N	B	B	T	B	0.55	0.45
T	N	L	A	N	B	D	D	B	0.524	0.476
T	N	L	A	N	B	D	T	B	0.55	0.45
T	N	L	A	N	B	P	D	B	0.54	0.46
T	N	L	A	N	B	P	T	B	0.555	0.445
T	N	L	A	N	D	B	D	B	0.56	0.44
T	N	L	A	N	D	B	T	B	0.589	0.411
T	N	L	A	N	D	D	D	P	0.47	0.53
T	N	L	A	N	D	D	T	B	0.519	0.481
T	N	L	A	N	D	P	D	P	0.489	0.511
T	N	L	A	N	D	P	T	B	0.51	0.49
T	N	L	A	N	P	B	D	B	0.549	0.451
T	N	L	A	N	P	B	T	B	0.565	0.435
T	N	L	A	N	P	D	D	P	0.495	0.505
T	N	L	A	N	P	D	T	B	0.563	0.437
T	N	L	A	N	P	P	D	B	0.516	0.484
T	N	L	A	N	P	P	T	B	0.558	0.442
T	N	L	D	D	B	B	D	B	0.939	0.061
T	N	L	D	D	B	B	T	B	0.98	0.02
T	N	L	D	D	B	D	D	B	0.667	0.333
T	N	L	D	D	B	D	T	B	0.841	0.159
T	N	L	D	D	B	P	D	B	0.803	0.197
T	N	L	D	D	B	P	T	B	0.915	0.085
T	N	L	D	D	D	B	D	B	0.824	0.176
T	N	L	D	D	D	B	T	B	0.912	0.088
T	N	L	D	D	D	D	D	B	0.53	0.47
T	N	L	D	D	D	D	T	B	0.737	0.263
T	N	L	D	D	D	P	D	B	0.786	0.214
T	N	L	D	D	D	P	T	B	0.871	0.129
T	N	L	D	D	P	B	D	B	0.917	0.083
T	N	L	D	D	P	B	T	B	0.978	0.022
T	N	L	D	D	P	D	D	B	0.645	0.355
T	N	L	D	D	P	D	T	B	0.82	0.18
T	N	L	D	D	P	P	D	B	0.855	0.145
T	N	L	D	D	P	P	T	B	0.933	0.067
T	N	L	D	N	B	B	D	B	0.995	0.005
T	N	L	D	N	B	B	T	B	0.999	0.001
T	N	L	D	N	B	D	D	B	0.902	0.098
T	N	L	D	N	B	D	T	B	0.962	0.038
T	N	L	D	N	B	P	D	B	0.958	0.042
T	N	L	D	N	B	P	T	B	0.979	0.021
T	N	L	D	N	D	B	D	B	0.966	0.034
T	N	L	D	N	D	B	T	B	0.992	0.008
T	N	L	D	N	D	D	D	B	0.896	0.104
T	N	L	D	N	D	D	T	B	0.96	0.04
T	N	L	D	N	D	P	D	B	0.964	0.036
T	N	L	D	N	D	P	T	B	0.986	0.014
T	N	L	D	N	P	B	D	B	0.99	0.01
T	N	L	D	N	P	B	T	B	0.999	0.001
T	N	L	D	N	P	D	D	B	0.87	0.13
T	N	L	D	N	P	D	T	B	0.943	0.057
T	N	L	D	N	P	P	D	B	0.98	0.02
T	N	L	D	N	P	P	T	B	0.993	0.007
T	N	L	N	D	B	B	D	B	0.979	0.021
